time_category,is_weekend,is_payday,caption_length,hashtag_count,is_question,is_hard_selling,has_cta,type_encoded,is_success
1,0,0,803,30,0,1,1,0,0
0,1,0,809,30,0,1,1,1,0
3,1,0,806,30,0,1,1,1,0
3,1,0,805,30,0,1,1,0,0
3,0,0,1434,20,0,1,1,1,0
0,1,0,809,30,0,1,1,0,0
3,1,0,803,30,0,1,1,1,0
3,1,0,804,30,0,1,1,0,0
1,0,0,803,30,0,1,1,0,0
3,1,0,859,30,0,1,1,0,0
3,0,0,855,30,0,1,1,1,0
3,0,0,840,30,0,1,1,1,0
1,1,0,859,30,0,1,1,1,0
0,0,0,840,30,0,1,1,0,0
3,0,0,1440,20,0,1,1,0,0
1,1,0,855,30,0,1,1,0,0
3,1,0,859,30,0,1,1,1,0
3,1,0,77,0,0,0,0,0,0
0,0,1,855,30,0,1,1,1,0
3,1,0,674,2,0,0,1,0,0
3,1,0,859,30,0,1,1,0,0
2,0,1,788,30,0,1,1,0,0
3,0,1,777,30,0,1,1,1,0
0,0,1,855,30,0,1,1,0,0
3,0,1,729,28,0,1,1,0,0
3,0,1,1009,20,0,1,1,0,0
3,0,0,159,4,0,0,1,0,0
3,0,0,1346,20,0,1,1,0,0
2,1,1,1327,29,0,1,1,1,0
1,0,1,1070,20,0,1,1,0,0
0,0,1,1076,20,0,1,1,1,0
3,0,0,455,9,1,1,0,1,0
3,0,1,1041,20,0,1,1,1,0
1,0,0,1453,20,0,1,1,0,0
1,0,0,1343,20,0,1,1,1,0
1,0,0,1452,20,0,1,1,0,0
1,0,0,1474,20,0,1,1,0,0
1,0,0,1466,20,0,1,1,0,0
1,0,0,1454,20,0,1,1,0,0
1,0,0,1343,20,0,1,1,0,0
1,0,0,1449,20,0,1,1,0,0
1,0,0,1376,20,0,1,1,0,0
3,0,0,1336,20,0,1,1,0,0
2,1,0,1890,20,0,1,1,0,0
2,1,0,1848,20,0,1,1,0,0
2,1,0,1362,20,0,1,1,0,0
2,1,0,1339,20,0,1,1,0,0
3,0,0,1469,20,0,1,1,0,0
1,0,0,1375,20,0,1,1,0,0
3,1,0,1623,20,0,1,1,1,0
2,0,0,728,20,0,1,1,0,0
2,1,0,624,16,0,1,1,1,0
0,0,0,1343,20,0,1,1,1,0
3,0,0,728,20,0,1,1,0,0
0,0,0,1343,20,0,1,1,1,0
1,1,0,728,20,0,1,1,0,0
0,0,0,728,20,0,1,1,0,0
1,0,1,710,28,0,1,1,1,0
3,1,1,1623,20,0,1,1,1,0
0,1,1,1623,20,0,1,1,0,0
3,0,0,1621,20,0,1,1,0,0
3,0,0,496,20,0,1,1,0,0
3,0,0,1546,20,0,1,1,1,0
3,0,1,752,28,1,1,1,1,0
3,0,1,731,28,0,1,1,0,0
3,1,1,752,28,1,1,1,0,0
3,1,1,813,31,0,1,1,1,0
3,0,0,1095,19,1,1,1,1,0
3,0,0,588,18,0,1,1,0,0
1,0,0,971,19,1,1,1,1,0
3,0,0,716,19,0,1,1,0,0
0,0,0,508,13,0,1,1,0,0
2,1,0,1144,29,0,1,1,1,0
1,0,1,693,27,0,1,1,0,0
1,0,1,539,15,0,1,1,1,0
3,0,0,859,18,1,1,1,0,0
2,0,1,791,12,1,1,1,0,0
0,0,0,859,18,1,1,1,1,0
0,0,0,971,19,1,1,1,0,0
3,0,1,1345,17,0,1,1,0,0
2,0,1,727,10,1,1,1,1,0
1,1,0,604,20,0,1,1,0,0
1,0,1,724,30,0,1,1,1,0
1,0,1,1028,28,0,1,1,0,0
3,0,0,675,19,0,1,1,0,0
0,0,1,1028,28,0,1,1,1,0
0,1,1,1512,15,0,1,1,0,0
1,0,0,721,23,0,1,1,1,0
1,1,1,1512,15,0,1,1,1,0
0,1,0,779,18,0,1,1,0,0
1,0,0,677,23,0,1,1,0,0
1,0,0,861,20,1,1,1,0,0
2,0,0,766,29,0,1,1,1,0
1,0,0,677,23,0,1,1,1,0
1,0,0,766,29,0,1,1,0,0
1,0,0,861,20,1,1,1,1,0
1,1,0,631,18,0,1,1,1,0
3,0,0,742,32,0,1,1,1,0
3,0,1,841,35,0,1,1,1,0
0,0,1,847,33,1,1,1,0,0
1,0,0,1478,10,0,1,1,1,0
1,1,0,771,33,0,1,1,1,0
3,0,0,1282,13,0,0,1,0,0
3,1,0,860,32,0,1,1,0,0
0,0,1,842,33,0,1,1,1,0
0,0,1,2152,32,1,1,1,1,0
3,1,1,774,32,0,1,1,0,0
0,1,1,947,32,1,1,1,0,1
0,1,1,885,32,0,1,1,1,1
3,1,1,770,32,0,1,1,1,0
0,0,1,805,33,1,1,1,1,1
3,0,1,1228,11,0,0,1,0,1
3,0,1,840,35,0,1,1,0,0
2,0,0,787,31,0,1,1,0,1
3,0,0,822,29,0,1,1,0,1
0,0,1,865,32,0,1,1,1,1
3,0,0,832,32,0,1,1,0,1
3,0,0,748,32,0,1,1,1,1
0,0,1,805,33,1,1,1,0,1
3,0,0,832,32,0,1,1,1,1
3,0,1,1228,11,0,0,1,0,1
0,0,0,937,32,0,1,1,1,1
1,0,0,1163,29,1,1,1,0,1
1,0,0,882,32,0,1,1,1,1
0,0,0,903,32,0,1,1,1,1
0,0,0,903,32,0,1,1,0,1
1,0,0,1163,29,1,1,1,1,1
1,0,0,882,32,0,1,1,0,1
0,0,0,937,32,0,1,1,0,1
0,0,0,1120,29,1,1,1,0,1
3,1,0,1210,29,0,1,1,0,1
0,0,0,1120,29,1,1,1,1,1
0,0,0,1200,29,0,1,1,1,1
3,0,0,1205,29,0,1,1,0,1
3,0,0,1210,29,0,1,1,1,1
3,1,0,758,31,0,1,1,1,1
0,0,0,772,15,1,1,1,0,1
3,1,0,1100,31,1,1,1,0,1
0,1,0,691,29,0,1,1,0,1
0,0,0,577,10,0,1,1,1,1
0,0,0,1281,15,0,1,1,1,1
1,1,0,946,30,0,1,1,0,1
3,0,0,1069,29,1,1,1,0,1
0,0,0,1203,30,0,1,1,0,1
0,0,0,1265,30,1,1,1,1,1
2,1,0,780,29,0,1,1,0,1
0,0,0,482,10,0,1,1,1,1
0,0,1,681,7,1,1,1,0,0
0,0,0,506,10,0,1,1,0,1
3,1,0,1000,15,0,1,1,1,1
1,0,1,742,30,0,1,1,1,0
3,0,1,877,34,0,1,1,1,0
3,0,1,877,34,0,1,1,0,0
0,0,1,1039,11,0,0,1,1,0
3,1,1,751,30,0,1,1,0,0
3,1,1,1197,30,0,1,1,0,0
3,1,1,760,31,0,1,1,1,0
3,0,1,1039,11,0,0,1,0,0
3,1,1,1197,30,0,1,1,1,0
3,0,0,761,30,0,1,1,1,0
3,0,0,761,30,0,1,1,1,0
0,0,0,742,28,0,1,1,0,0
3,0,0,796,28,0,1,1,0,0
3,0,0,758,30,0,1,1,0,0
2,0,0,331,3,0,0,1,0,0
2,0,0,761,30,0,1,1,1,0
3,0,0,758,30,0,1,1,1,0
3,0,1,805,30,0,1,1,0,0
1,1,0,758,33,0,1,1,1,0
0,0,0,761,30,0,1,1,0,0
0,1,0,641,15,0,1,1,0,0
3,1,1,747,30,0,1,1,1,0
3,0,1,1388,30,0,1,1,0,0
0,0,1,723,28,0,1,1,1,0
1,0,0,1039,10,0,1,1,1,0
1,0,0,864,30,0,1,1,1,0
3,1,0,804,29,0,1,1,0,0
3,0,1,766,30,0,1,1,0,0
3,0,0,798,30,1,1,1,1,0
3,1,0,857,33,0,1,1,1,0
1,0,0,751,30,0,1,1,1,0
3,0,0,785,30,0,1,1,0,0
0,0,0,641,12,0,1,1,0,0
3,0,0,953,28,1,1,1,0,0
1,0,0,383,4,0,1,1,0,0
1,0,0,715,30,0,1,1,1,0
3,1,0,766,24,0,1,1,0,0
3,0,0,875,24,0,1,1,1,0
1,0,0,773,30,0,1,1,1,0
1,0,0,806,26,0,1,1,1,0
0,0,0,951,24,0,1,1,0,0
0,1,0,867,28,0,1,1,1,0
3,0,0,1024,24,1,1,1,0,0
1,0,0,793,28,0,1,1,1,0
3,1,0,753,28,0,1,1,1,0
3,1,0,805,29,0,1,1,0,0
1,0,0,756,27,0,1,1,1,0
3,1,0,818,28,0,1,1,0,0
3,1,0,884,28,0,1,1,1,0
1,0,1,749,26,1,1,1,1,0
1,0,1,777,28,0,1,1,1,0
3,0,1,956,28,0,1,1,0,0
3,0,1,1015,28,0,1,1,0,0
1,0,0,1150,30,0,1,1,1,0
3,0,1,839,29,0,1,1,0,0
1,0,1,751,28,0,1,1,1,0
3,0,0,853,29,1,1,1,0,0
3,0,1,711,25,0,1,1,0,1
3,0,1,812,25,1,1,1,0,1
3,0,1,1412,25,1,1,1,1,1
3,1,1,807,26,1,1,1,0,0
3,0,1,728,25,0,1,1,0,1
0,0,1,844,25,0,1,1,1,1
0,0,1,1294,25,1,1,1,1,1
0,1,1,1020,27,0,1,1,1,0
0,0,0,666,24,1,1,1,1,1
3,1,1,753,25,0,1,1,0,1
3,1,1,855,24,1,1,1,0,1
3,1,0,643,24,0,1,1,0,1
2,1,0,816,24,0,1,1,1,1
3,0,1,922,25,1,1,1,0,1
0,0,1,1448,25,1,1,1,1,1
1,1,1,526,0,1,0,1,1,1
3,0,0,1051,23,0,1,1,0,1
3,0,0,794,23,0,1,1,0,1
3,1,0,774,24,0,1,1,1,1
3,0,0,721,24,0,1,1,0,1
3,0,0,682,23,0,1,1,0,1
1,0,0,678,23,0,1,1,0,1
3,1,0,1224,23,0,1,1,1,1
3,1,0,627,24,0,1,1,0,1
1,1,0,702,23,0,1,1,0,1
1,1,0,637,23,0,1,1,0,1
3,1,0,1663,23,0,1,1,1,1
0,0,0,741,23,1,1,1,0,1
0,0,0,650,23,0,1,1,0,1
3,0,0,640,23,0,1,1,0,1
1,0,0,662,23,0,1,1,1,1
0,0,0,749,23,0,1,1,0,1
3,0,0,615,23,0,1,1,0,1
0,0,0,686,23,0,1,1,1,1
3,0,1,726,23,0,1,1,0,1
0,0,0,668,23,0,1,1,0,1
0,0,0,746,22,0,1,1,1,1
3,0,0,838,23,0,1,1,0,1
0,0,0,786,23,0,1,1,1,1
1,0,1,1000,22,1,1,1,1,1
1,1,1,282,0,0,1,0,0,1
3,0,1,1095,23,0,1,1,0,1
1,0,1,900,23,1,1,1,1,1
0,0,1,1474,23,0,1,1,1,0
0,1,1,852,23,0,1,1,1,1
3,0,1,1048,23,0,1,1,0,1
0,0,1,138,0,0,0,0,1,1
3,1,1,625,23,0,1,1,0,1
3,0,1,1115,23,0,1,1,0,0
3,1,0,767,29,0,1,1,0,0
3,1,0,763,29,0,1,1,1,0
3,0,0,889,23,0,1,1,0,0
3,1,0,939,29,0,1,1,0,0
0,0,1,821,23,0,1,1,0,0
3,1,0,777,29,0,1,1,1,0
0,0,0,746,23,0,1,1,1,0
3,0,0,714,29,0,1,1,0,0
3,0,0,723,29,0,1,1,0,0
0,0,0,230,0,0,0,1,1,0
3,0,0,846,30,0,1,1,0,0
0,0,0,734,29,0,1,1,1,0
0,0,0,1166,30,0,1,1,1,0
3,0,0,807,29,0,1,1,0,0
0,0,0,468,5,0,0,1,1,0
3,1,0,77,0,0,0,0,0,0
0,1,0,766,30,0,1,1,0,0
3,1,0,821,28,0,1,1,1,0
0,0,0,1006,30,1,1,1,0,0
3,1,0,807,30,0,1,1,0,0
0,1,0,832,29,0,1,1,1,0
1,0,0,854,30,1,1,1,1,0
0,0,0,818,30,0,1,1,1,0
1,0,0,306,0,1,1,1,0,0
0,1,1,204,0,0,0,1,0,0
0,1,1,965,30,0,1,1,1,0
1,0,0,948,30,0,1,1,1,0
3,0,1,1655,30,1,1,1,0,0
0,0,1,1038,30,0,1,1,1,0
3,0,0,145,0,0,0,0,0,0
0,1,0,1032,29,0,1,1,0,0
3,1,0,147,0,0,0,0,1,0
0,0,0,114,0,0,0,0,0,0
1,0,0,14,0,0,0,0,1,0
3,0,0,149,0,0,0,1,0,0
3,1,0,933,30,0,1,1,1,0
1,0,0,854,30,0,1,1,1,0
3,0,0,1030,30,1,1,1,0,0
1,1,0,210,0,0,0,1,0,0
0,0,1,54,0,0,0,0,1,0
1,0,0,1102,30,1,1,1,0,0
3,0,0,853,30,0,1,1,1,0
3,0,1,205,0,0,0,0,0,0
3,0,1,336,0,1,1,0,0,1
0,1,1,346,0,0,0,0,0,1
0,0,0,74,0,0,0,0,1,1
0,0,1,103,0,0,0,0,1,1
3,1,1,1085,30,1,1,1,0,1
0,1,1,406,0,0,1,1,1,1
3,0,1,154,0,0,0,0,1,1
0,0,0,1130,30,1,1,1,0,1
3,0,0,228,0,1,1,0,1,1
0,1,0,1230,30,1,1,1,0,1
3,0,0,1041,30,1,1,1,0,1
0,0,0,881,28,0,1,1,1,1
0,1,0,210,0,1,0,0,1,1
1,0,0,876,30,0,1,1,0,1
3,0,1,727,29,0,1,1,1,0
2,0,0,132,0,0,0,0,0,1
3,0,1,800,30,0,1,1,0,1
1,1,0,969,30,0,1,1,0,1
3,0,1,688,29,0,1,1,1,1
1,1,0,310,0,0,1,0,1,1
3,0,1,987,30,0,1,1,0,1
3,0,0,715,29,0,1,1,1,1
0,1,1,753,29,0,1,1,1,0
3,1,1,770,29,0,1,1,0,0
3,0,1,804,29,0,1,1,0,0
3,0,1,673,30,0,1,1,1,0
3,0,1,690,29,0,1,1,0,0
3,0,1,836,29,1,1,1,0,0
1,1,1,768,29,0,1,1,0,0
1,1,1,97,0,0,0,0,1,0
3,0,1,1083,30,1,1,1,0,0
3,0,1,690,29,0,1,1,0,0
0,0,0,887,29,1,1,1,0,0
3,0,0,672,30,1,0,0,0,0
3,0,0,86,0,0,0,0,0,0
3,0,1,1302,30,1,1,1,0,0
3,0,1,689,30,0,1,1,0,0
0,0,1,84,0,1,0,0,0,0
3,0,1,164,5,0,0,1,0,0
0,1,1,548,0,0,0,1,0,0
1,0,0,467,0,0,0,0,0,0
0,0,1,37,0,0,0,1,1,0
1,0,0,1340,29,0,1,1,1,0
1,1,1,44,0,0,0,0,1,0
2,0,1,94,0,0,1,0,1,0
0,1,0,145,0,0,1,0,0,0
3,0,1,141,0,0,0,1,0,0
0,0,0,1620,26,1,1,1,0,0
1,1,0,303,1,0,1,0,1,0
0,0,0,1331,20,0,1,1,1,0
1,1,0,272,0,0,0,0,0,0
3,0,0,742,20,0,1,1,0,0
3,0,0,330,5,0,0,0,0,0
2,0,0,82,0,1,0,0,0,0
3,1,0,327,6,0,0,1,1,0
3,0,0,700,20,0,1,1,1,0
0,0,0,62,0,0,0,0,0,0
0,0,0,51,0,0,1,0,1,0
3,1,0,654,20,0,1,1,0,0
3,1,0,604,20,0,1,1,0,0
3,1,0,668,20,0,1,1,0,0
3,0,0,631,20,0,1,1,0,0
3,1,0,604,20,0,1,1,0,0
1,1,0,762,20,1,1,1,0,0
0,0,0,604,20,0,1,1,1,0
0,0,0,650,20,0,1,1,1,0
3,0,1,662,20,1,1,1,0,0
3,0,0,685,20,0,1,1,0,0
3,0,1,818,20,0,1,1,0,0
3,0,0,716,20,0,1,1,0,0
2,0,0,102,0,0,0,0,1,0
0,0,0,681,20,0,1,1,1,0
1,1,1,1097,20,1,1,1,0,0
1,1,1,1392,20,0,1,1,0,0
1,1,1,1398,20,0,1,1,0,0
0,0,1,839,20,1,1,1,0,0
1,1,1,1387,10,0,1,1,0,0
3,0,1,159,0,0,0,0,0,0
3,1,1,720,20,0,1,1,0,0
1,1,1,1358,20,0,1,1,0,0
1,1,1,1381,20,0,1,1,0,0
0,1,1,1273,13,0,1,1,0,0
1,1,1,1339,20,0,1,1,0,0
1,1,1,1380,20,0,1,1,0,0
0,1,1,1486,20,0,1,1,0,0
0,1,1,1405,20,0,1,1,0,0
0,1,1,1237,13,0,1,1,0,0
0,1,1,1407,20,0,1,1,0,0
0,1,1,1355,20,0,1,1,0,0
0,1,1,1447,20,0,1,1,0,0
0,1,1,1397,20,0,1,1,0,0
0,1,1,1352,20,0,1,1,0,0
0,1,1,1358,20,0,1,1,0,0
0,1,1,1581,21,0,1,1,0,0
0,0,1,1313,20,0,1,1,1,0
3,0,1,780,30,0,1,1,0,0
0,0,1,1481,10,1,1,1,0,0
0,0,1,1481,10,1,1,1,0,0
3,0,0,773,29,0,1,1,0,0
0,0,1,1481,10,1,1,1,0,0
3,0,0,801,29,0,1,1,0,0
3,0,0,881,20,1,1,1,1,0
3,0,1,936,29,0,1,1,0,0
3,1,0,932,30,1,1,1,0,0
3,0,0,48,0,0,0,0,1,0
3,0,0,765,29,0,1,1,0,0
3,1,0,811,29,0,1,1,0,0
3,1,0,968,29,0,1,1,0,0
3,1,0,784,29,0,1,1,0,0
3,1,0,767,30,0,1,1,0,0
1,0,0,800,29,0,1,1,0,0
3,0,0,833,29,0,1,1,0,0
3,0,0,1054,29,1,1,1,0,0
0,0,0,763,29,0,1,1,0,0
3,0,0,770,29,0,1,1,0,0
3,0,0,769,29,0,1,1,0,0
3,0,0,847,29,0,1,1,0,0
3,0,0,824,29,0,1,1,0,0
3,0,0,863,29,1,1,1,0,0
3,1,0,887,29,1,1,1,0,0
0,0,0,743,29,0,1,1,0,0
3,1,0,848,30,0,1,1,0,0
0,1,0,1066,29,0,1,1,0,0
3,1,0,1038,29,1,1,1,1,0
3,0,0,991,29,1,1,1,0,0
3,0,0,880,29,0,1,1,0,0
0,0,0,964,29,0,1,1,0,0
1,0,0,1063,29,0,1,1,0,0
1,0,0,743,29,0,1,1,0,0
3,0,0,1375,30,0,1,1,0,0
3,0,0,1116,29,1,1,1,0,0
1,0,0,884,29,1,1,1,1,0
2,0,0,730,29,0,1,1,0,0
3,0,0,794,29,0,1,1,1,0
3,0,0,473,30,1,0,0,0,0
3,0,0,965,29,0,1,1,0,0
3,0,0,794,29,0,1,1,1,0
0,0,0,791,24,0,1,1,0,0
3,0,0,1066,30,0,1,1,0,0
0,0,0,623,30,1,0,0,0,0
3,0,0,408,30,0,1,0,0,0
3,1,0,791,29,1,0,0,0,0
3,1,0,568,30,0,0,1,0,0
0,1,1,730,29,0,1,1,0,0
0,1,1,799,29,0,1,1,1,0
0,1,1,1142,29,1,1,1,0,0
0,1,0,912,29,0,1,1,1,0
3,0,0,728,30,1,0,1,0,0
3,1,0,826,30,1,0,0,0,0
3,0,1,798,30,0,1,1,0,0
3,0,1,730,29,0,1,1,0,0
0,0,1,922,30,0,1,1,0,0
0,0,1,1174,29,1,1,1,0,0
0,0,1,742,29,0,1,1,1,0
3,0,1,831,29,0,1,1,0,0
0,0,1,756,29,0,1,1,1,0
3,1,1,1206,29,1,1,1,0,0
0,0,1,466,0,1,0,1,0,0
3,0,1,780,29,0,1,1,1,0
0,0,1,1063,29,0,1,1,0,0
0,0,1,1037,29,0,1,1,0,0
0,0,1,873,29,0,1,1,0,0
3,0,1,716,29,0,1,1,0,0
0,0,1,123,2,1,0,0,0,0
0,0,0,810,29,0,1,1,1,0
1,1,1,108,0,1,0,0,0,0
0,1,1,774,29,0,1,1,1,0
0,0,0,949,30,0,1,1,0,0
1,1,1,892,29,0,1,1,1,0
0,0,0,210,0,0,1,1,0,0
3,0,1,316,0,0,0,0,0,0
0,1,1,155,0,0,1,1,0,0
3,0,0,114,0,0,1,0,0,0
3,0,0,71,0,0,0,0,0,0
3,0,0,949,30,0,1,1,0,0
0,1,0,587,30,0,0,0,0,0
0,1,0,587,30,0,0,0,0,0
0,1,0,605,28,0,0,1,0,0
3,0,0,587,30,0,0,0,0,0
0,1,0,844,29,0,1,1,1,0
0,0,0,865,29,0,1,1,1,0
3,0,0,16,0,0,0,1,0,0
0,1,0,585,30,0,0,0,0,0
0,0,0,75,0,0,0,0,0,0
1,0,0,729,30,0,0,1,0,0
3,0,0,949,30,0,1,1,0,0
0,0,0,133,0,0,0,0,0,0
0,1,0,806,29,0,1,1,1,0
0,0,0,951,29,0,1,1,1,0
0,0,0,217,0,0,0,1,0,0
3,0,0,206,0,0,0,0,0,0
3,0,0,871,29,0,1,1,1,0
3,0,0,69,0,0,0,0,0,0
3,0,0,949,30,0,1,1,0,0
1,0,0,1222,15,0,0,0,0,0
0,0,0,307,0,0,1,1,0,0
3,0,0,228,0,1,0,0,0,0
3,0,0,62,0,0,0,0,0,0
3,0,0,215,0,1,0,0,0,0
3,0,0,32,0,0,0,0,1,0
3,0,0,949,30,0,1,1,0,0
3,0,0,32,0,0,0,0,1,0
3,1,0,143,0,0,0,0,0,0
0,0,0,140,0,0,0,0,0,0
3,1,0,949,30,0,1,1,0,0
0,0,0,949,30,0,1,1,0,0
3,0,0,950,30,0,1,1,0,0
3,0,0,137,0,0,0,0,0,0
0,0,0,564,30,0,0,0,0,0
0,0,0,949,30,0,1,1,0,0
2,0,0,78,0,0,0,0,1,0
0,0,0,1330,29,0,1,1,0,0
0,0,0,949,30,0,1,1,0,0
0,0,0,316,0,0,1,0,0,0
0,0,0,36,0,0,1,0,1,0
0,0,0,949,30,0,1,1,0,0
3,1,0,46,0,1,0,0,0,0
3,1,1,53,0,1,0,0,0,0
3,0,1,65,0,0,0,1,0,0
3,0,1,55,0,0,0,0,1,0
0,0,1,47,0,0,0,0,1,0
3,0,1,50,0,0,0,0,0,0
0,1,1,239,0,0,0,1,1,0
1,1,0,49,0,0,0,1,1,0
3,0,1,202,0,0,1,1,0,0
3,0,1,92,0,0,0,0,0,0
3,0,1,64,0,1,0,0,0,0
0,0,1,247,6,0,0,0,1,0
3,1,0,109,0,0,0,0,0,0
3,0,1,36,0,0,0,0,1,0
3,1,0,605,28,0,0,1,0,0
0,1,0,53,0,0,1,0,1,1
0,0,0,141,0,0,0,0,0,0
0,0,0,564,30,0,0,0,0,0
3,0,0,936,30,0,1,1,0,0
3,0,0,18,0,0,0,0,0,0
3,0,0,40,0,0,0,0,0,0
1,0,0,171,0,0,0,0,1,1
0,0,0,108,0,0,0,0,1,1
1,0,0,357,30,0,0,0,1,0
3,0,0,112,0,0,0,0,0,0
1,0,0,73,0,0,0,0,0,0
1,0,0,123,0,0,0,0,1,0
3,1,0,130,0,0,0,0,0,0
0,0,0,56,0,0,0,0,1,1
3,0,0,86,0,0,0,0,0,0
1,1,0,37,0,0,0,0,1,0
0,1,0,51,0,0,0,0,1,0
3,0,0,356,0,0,0,1,0,0
0,0,0,211,10,0,0,0,1,1
0,0,0,27,0,0,0,0,1,0
1,1,0,63,0,0,0,0,1,0
1,1,0,16,0,0,0,0,0,0
3,0,0,174,0,0,0,1,0,0
3,0,0,37,0,0,0,0,1,1
0,0,0,346,0,1,0,1,0,0
3,0,0,74,0,0,0,1,0,0
3,0,0,117,4,0,1,1,1,1
3,0,0,137,4,0,0,0,0,0
3,0,0,71,0,0,0,0,0,0
0,0,0,57,0,0,0,0,0,0
3,0,0,540,0,1,0,1,1,0
0,0,0,113,0,0,0,0,1,0
1,0,0,395,0,0,0,0,1,0
3,1,0,48,0,0,1,0,1,0
0,1,0,89,0,1,0,1,0,0
3,0,0,160,7,0,0,0,1,0
3,1,0,21,0,0,1,0,1,1
3,1,0,40,0,0,0,0,0,0
3,1,0,132,0,0,0,0,0,0
0,0,0,520,29,0,1,0,0,0
0,1,0,76,0,0,1,1,1,1
3,0,0,153,0,0,1,0,0,0
0,0,1,481,29,0,0,1,0,1
3,1,1,155,0,0,0,1,0,0
0,0,1,362,29,0,0,0,1,1
1,0,1,454,31,0,1,0,0,1
0,1,1,76,0,0,0,0,1,0
2,0,1,29,0,0,0,0,1,1
0,0,1,15,0,0,0,0,1,1
1,0,1,91,0,0,0,0,1,1
3,0,1,242,0,0,0,0,0,1
0,0,1,195,0,1,0,0,0,1
0,0,1,315,0,1,0,1,0,1
3,0,1,94,0,0,0,0,0,1
3,0,1,484,29,1,0,0,0,1
3,0,1,68,0,0,0,0,0,1
0,1,1,35,0,0,0,0,1,1
3,0,1,166,0,0,0,0,1,1
0,1,1,66,0,1,0,0,0,1
3,0,1,267,0,0,0,0,0,1
1,0,1,238,0,1,0,0,1,1
1,0,1,399,29,0,0,0,0,1
3,1,1,420,29,1,0,0,0,1
3,1,1,377,29,0,0,0,0,1
3,0,0,749,32,0,0,1,0,1
3,1,1,34,0,0,0,0,0,1
3,1,1,58,0,1,0,0,1,1
0,1,1,81,0,0,0,0,1,1
0,0,0,586,29,0,0,0,0,1
3,1,1,12,0,0,0,0,0,1
3,0,0,128,5,0,0,0,1,1
3,0,0,289,0,0,1,1,1,1
0,0,0,611,29,1,0,0,0,1
3,0,0,549,29,0,0,1,0,1
3,0,0,436,30,0,0,0,0,1
3,0,0,431,28,0,0,0,0,1
3,0,0,505,31,0,0,0,0,1
3,0,0,498,29,1,0,0,0,1
3,0,0,729,30,0,0,1,0,1
3,0,0,251,0,0,0,1,1,1
3,0,0,450,29,0,0,0,0,1
0,0,0,1149,15,0,0,0,0,1
0,0,0,411,5,0,1,0,1,1
3,0,0,473,28,0,0,1,0,1
3,1,0,742,29,1,0,1,0,1
0,1,0,355,29,0,0,0,0,1
0,0,0,658,29,1,0,0,0,1
0,1,0,752,30,0,0,1,0,1
0,0,0,999,30,0,0,1,0,1
0,1,0,33,0,0,0,0,1,1
3,0,0,374,29,0,0,0,0,1
1,0,0,752,30,0,0,1,0,1
3,0,0,430,30,0,0,0,0,1
3,0,0,414,29,0,0,1,0,1
1,0,0,27,0,0,0,1,1,1
3,0,0,752,30,0,0,1,0,1
0,0,0,381,27,0,0,0,0,1
3,0,0,1310,15,0,1,1,0,1
0,0,0,459,29,0,0,0,0,1
0,0,0,118,3,0,0,0,1,1
3,0,0,575,28,0,0,1,0,1
0,0,0,879,29,1,1,1,0,1
3,0,0,505,28,0,0,1,0,1
0,0,0,94,0,0,0,0,0,1
3,0,0,999,30,0,0,1,0,1
0,0,0,229,7,0,0,0,1,1
0,0,0,482,29,1,0,0,0,1
0,1,0,561,14,0,1,1,0,1
3,1,0,660,30,0,0,1,0,1
3,1,0,496,29,0,0,1,0,1
3,1,0,433,29,0,0,0,0,1
3,0,0,439,14,0,0,1,1,1
3,0,0,415,29,0,0,0,0,1
0,0,0,749,32,0,0,1,0,1
3,0,0,561,14,0,1,1,0,1
0,0,0,529,29,1,0,1,0,1
3,0,0,354,29,0,0,0,0,1
0,0,0,61,0,0,1,0,1,1
0,0,0,563,29,0,0,0,0,1
3,0,0,376,30,0,0,0,0,1
1,0,0,802,30,0,0,1,0,1
3,0,0,588,30,0,0,1,0,1
0,0,0,357,29,1,0,0,0,1
0,0,0,76,0,0,0,0,1,1
3,0,0,374,28,0,0,0,0,1
0,0,0,758,5,1,0,1,1,1
3,0,0,435,29,0,0,1,0,1
0,0,0,560,30,0,0,0,0,1
3,0,0,500,0,0,0,1,0,1
1,1,1,1014,31,1,0,1,0,1
3,1,1,709,28,0,1,1,0,1
1,1,1,112,0,1,1,0,1,1
3,1,1,62,3,1,0,0,0,1
3,1,1,703,15,0,1,1,0,1
3,1,1,703,4,1,1,1,0,1
3,1,1,21,0,0,1,0,1,1
3,1,1,647,29,0,0,0,0,1
3,0,1,621,29,0,0,1,0,1
0,0,1,1030,32,0,1,1,0,1
0,0,1,475,27,1,0,0,0,1
3,0,1,660,30,0,0,1,0,1
3,0,1,479,29,0,0,0,0,1
3,0,1,613,31,1,0,1,0,1
3,0,1,808,30,0,1,1,1,1
0,0,1,782,28,0,0,1,0,1
3,0,1,610,31,0,0,0,0,1
0,0,1,60,0,0,0,0,0,1
3,0,1,863,25,0,1,1,0,1
3,0,1,497,31,0,0,0,0,1
1,0,1,631,31,0,0,1,0,1
3,0,1,605,28,0,1,1,0,1
3,0,1,562,29,0,0,0,0,1
3,0,1,469,29,0,0,0,0,0
3,0,1,495,28,0,0,0,0,0
0,0,1,173,0,0,0,0,1,0
1,0,1,100,8,0,0,1,1,0
3,0,1,834,25,1,1,1,0,0
1,0,1,605,28,0,0,1,0,0
3,1,1,673,26,1,0,1,0,0
3,0,1,521,28,0,1,0,0,0
